기준년월,지역코드,통합시군구코드,지원센터코드,식품여부,기부물품대분류코드,기부물품중분류코드,이용자수,제공건수,제공금액
201802,부산,03000010,S50101,Y,스포츠용품,대용식(빵),13,13,238399.89
201802,부산,03000010,S50101,Y,스포츠용품,기타가공식품,342,766,4116724.64
201802,부산,03000010,S50101,Y,신선식품,농산물,39,39,984809
201802,부산,03000010,S50101,Y,신선식품,기타신선식품,3,3,40580
201802,부산,03000010,S50101,N,일상용품,위생용품,61,66,559220
201802,부산,03000010,S50101,N,일상용품,화장품,1,1,5000
201802,부산,03000010,S50101,N,일상용품,기타일상용품,51,51,241445.4
201802,부산,03000010,S50101,N,가정용품,주방용품,20,24,130020
201802,부산,03000010,S50101,N,가정용품,세탁용품,32,32,159000
201802,부산,03000005,S50701,N,가정용품,생활용품,51,51,472700.22
201802,부산,03000005,S50701,Y,스포츠용품,기타가공식품,413,616,9861470.84
201802,부산,03000005,S50701,Y,스포츠용품,대용식(빵),94,99,12905966.38
201802,부산,03000005,S50701,Y,스포츠용품,음료류,44,50,20836121.85
201802,부산,03000005,S50701,Y,스포츠용품,과자류,191,191,2691792.53
201802,부산,03000005,S50701,Y,스포츠용품,즉석/편의식품,78,78,779641.6
201802,부산,03000005,S50701,Y,스포츠용품,분말류,19,19,80920
201802,부산,03000005,S50701,Y,스포츠용품,냉동식품,159,188,1327568
201802,부산,03000005,S50701,Y,스포츠용품,통조림/병,57,60,247680
201802,부산,03000005,S50701,Y,스포츠용품,대용식기타,130,143,671020
201802,부산,03000005,S50701,Y,스포츠용품,수산가공식품,49,50,723939.34
201802,부산,03000005,S50701,Y,스포츠용품,축산가공식품,7,7,143600
201802,부산,03000005,S50701,Y,스포츠용품,조미료,146,238,1207710
201802,부산,03000005,S50701,N,가정용품,세탁용품,5,5,41400
201802,부산,03000005,S50701,N,일상용품,화장품,53,54,1264400
201802,부산,03000005,S50701,N,일상용품,일용잡화,97,97,3291540.34
201802,부산,03000005,S50701,N,일상용품,위생용품,18,20,148900
201802,부산,03000005,S50701,Y,신선식품,농산물,89,99,932200
201802,부산,03000011,S51401,N,일상용품,화장품,22,22,150800
201802,부산,03000011,S51401,N,가정용품,생활용품,164,164,653370.5
201802,부산,03000011,S51401,N,의류/패션잡화,신발,10,10,495000
201802,부산,03000011,S51401,Y,스포츠용품,조미료,75,83,563401.69
201802,부산,03000011,S51401,Y,스포츠용품,축산가공식품,43,43,174350
201802,부산,03000011,S51401,Y,스포츠용품,수산가공식품,14,14,183333.26
201802,부산,03000011,S51401,Y,스포츠용품,대용식기타,43,43,72240
201802,부산,03000011,S51401,Y,스포츠용품,통조림/병,14,14,110580
201802,부산,03000011,S51401,Y,스포츠용품,냉동식품,42,42,72450
201802,부산,03000011,S51401,Y,스포츠용품,분말류,13,14,14940
201802,부산,03000011,S51401,Y,스포츠용품,즉석/편의식품,73,74,395060
201802,부산,03000011,S51401,Y,스포츠용품,과자류,1,2,2512911.12
201802,부산,03000011,S51401,Y,스포츠용품,음료류,347,360,8380374.59
201802,부산,03000011,S51401,Y,스포츠용품,농산물가공식품,6,6,19200
201802,부산,03000011,S51401,Y,스포츠용품,대용식(빵),216,238,4953181.21
201802,부산,03000011,S51401,Y,스포츠용품,기타가공식품,487,1216,7802799.63
201802,부산,03000011,S51401,Y,신선식품,농산물,1,2,150000
201802,부산,03000011,S51401,Y,신선식품,기타신선식품,1,1,13000
201802,부산,03000011,S51401,N,일상용품,위생용품,19,19,69932.75
201802,부산,03000011,S51401,N,일상용품,기타일상용품,28,28,130576.7
201802,부산,03000004,S51501,Y,스포츠용품,과자류,400,420,9345000
201802,부산,03000004,S51501,Y,스포츠용품,기타가공식품,52,52,1037958.48
201802,부산,03000015,S51601,Y,스포츠용품,과자류,85,136,1147458.6
201802,부산,03000015,S51601,Y,스포츠용품,건강식품,43,63,7536000
201802,부산,03000015,S51601,Y,스포츠용품,음료류,127,149,520385.63
201802,부산,03000015,S51601,Y,스포츠용품,농산물가공식품,183,199,1512800
201802,부산,03000015,S51601,Y,스포츠용품,기타가공식품,33,36,251743.25
201802,부산,03000015,S51601,Y,신선식품,농산물,145,201,5423179.93
201802,부산,03000015,S51601,Y,스포츠용품,즉석/편의식품,97,98,3257573.56
201802,부산,03000015,S51601,Y,스포츠용품,분말류,4,4,16746
201802,부산,03000015,S51601,Y,스포츠용품,어육/연식품류,5,5,22061.44
201802,부산,03000015,S51601,Y,스포츠용품,절임/발효식품,7,7,504000
201802,부산,03000015,S51601,Y,스포츠용품,냉동식품,219,281,2544400
201802,부산,03000015,S51601,Y,스포츠용품,통조림/병,7,7,18500
201802,부산,03000015,S51601,Y,스포츠용품,대용식기타,237,244,928444.43
201802,부산,03000015,S51601,Y,스포츠용품,수산가공식품,98,112,827075
201802,부산,03000015,S51601,Y,스포츠용품,유제품,22,22,91254.02
201802,부산,03000015,S51601,Y,스포츠용품,조미료,216,480,1923531.96
201802,부산,03000015,S51601,N,의류/패션잡화,의류,1,1,115600
201802,부산,03000015,S51601,N,문화용품,완구,20,20,240000
201802,부산,03000015,S51601,N,가정용품,생활용품,36,37,399841.82
201802,부산,03000015,S51601,N,가정용품,주방용품,21,21,434000
201802,부산,03000015,S51601,N,일상용품,일용잡화,13,13,795000
201802,부산,03000015,S51601,Y,신선식품,기타신선식품,9,9,212300
201802,부산,03000015,S51601,N,일상용품,위생용품,72,73,524000
201802,부산,03000014,S58201,Y,스포츠용품,음료류,21,22,120033.75
201802,부산,03000014,S58201,N,일상용품,위생용품,4,4,16967.48
201802,부산,03000014,S58201,N,일상용품,일용잡화,4,4,10500
201802,부산,03000014,S58201,N,일상용품,화장품,192,192,1264400
201802,부산,03000014,S58201,N,가정용품,생활용품,12,12,51646.76
201802,부산,03000014,S58201,Y,스포츠용품,분말류,30,31,95450
201802,부산,03000014,S58201,Y,스포츠용품,즉석/편의식품,94,95,708453.4
201802,부산,03000014,S58201,Y,스포츠용품,과자류,114,131,12545794.21
201802,부산,03000014,S58201,Y,스포츠용품,대용식(빵),200,204,1283283.85
201802,부산,03000014,S58201,Y,스포츠용품,기타가공식품,318,594,4731314.53
201802,부산,03000014,S58201,Y,신선식품,기타신선식품,16,16,308800
201802,부산,03000015,S63301,Y,스포츠용품,대용식(빵),356,2000,9979401.61
201802,부산,03000015,S63301,Y,스포츠용품,과자류,218,218,1198670.82
201802,부산,03000100,S63901,N,일상용품,기타일상용품,3,3,74084.95
201802,부산,03000100,S63901,Y,스포츠용품,기타가공식품,28,28,1033336.9
201802,부산,03000100,S63901,Y,신선식품,농산물,3,3,150000
201802,부산,03000100,S63901,Y,신선식품,기타신선식품,7,7,173700
201802,부산,03000100,S63901,Y,스포츠용품,조미료,2,3,39800
201802,부산,03000100,S63901,Y,스포츠용품,축산가공식품,79,80,15960
201802,부산,03000100,S63901,Y,스포츠용품,대용식기타,5,5,116610
201802,부산,03000100,S63901,Y,스포츠용품,음료류,5,5,202371.48
201802,부산,03000100,S63901,Y,스포츠용품,과자류,7,7,8845000
201802,부산,03000100,S63901,Y,스포츠용품,대용식(빵),4,46,7261498.03
201802,부산,03000003,S64001,Y,스포츠용품,즉석/편의식품,75,242,1122414.38
201802,부산,03000003,S64001,Y,스포츠용품,과자류,11,11,29887
201802,부산,03000003,S64001,Y,스포츠용품,분말류,33,62,348334.03
201802,부산,03000003,S64001,Y,스포츠용품,냉동식품,41,43,284240
201802,부산,03000003,S64001,Y,스포츠용품,통조림/병,24,36,239913.04
201802,부산,03000003,S64001,Y,스포츠용품,대용식기타,37,49,204606.51
201802,부산,03000003,S64001,Y,스포츠용품,수산가공식품,1,1,1300
201802,부산,03000003,S64001,Y,스포츠용품,조미료,74,199,1012772.98
201802,부산,03000003,S64001,N,가정용품,생활용품,1,1,11568.6
201802,부산,03000003,S64001,Y,신선식품,축산물(냉동),1,1,1382
201802,부산,03000003,S64001,Y,신선식품,농산물,1,1,45500
201802,부산,03000003,S64001,Y,스포츠용품,기타가공식품,216,310,3605717.18
201802,부산,03000003,S64001,Y,스포츠용품,음료류,1,1,2895.8
201802,부산,03000013,S64701,N,일상용품,화장품,112,122,3563000
201802,부산,03000013,S64701,Y,스포츠용품,건강식품,2,2,10000
201802,부산,03000013,S64701,Y,스포츠용품,음료류,9,9,176000
201802,부산,03000013,S64701,Y,신선식품,농산물,32,33,1490000
201802,부산,03000013,S64701,Y,신선식품,기타신선식품,101,112,6930000
201802,부산,03000013,S64701,N,가정용품,주방용품,7,7,83000
201802,부산,03000013,S64701,N,일상용품,기타일상용품,2,2,20000
201802,부산,03000013,S64701,Y,스포츠용품,즉석/편의식품,2,2,42260
201802,부산,03000013,S64701,N,일상용품,일용잡화,6,6,36000
201802,부산,03000013,S64701,N,일상용품,위생용품,51,81,768000
201802,부산,03000013,S64701,N,가정용품,청소/욕실용품,2,2,18000
201802,부산,03000013,S64701,N,가정용품,세탁용품,3,3,24000
201802,부산,03000013,S64701,N,가정용품,생활용품,2,2,33000
201802,부산,03000013,S64701,N,의약품/의료용품,의약품,1,1,3000
201802,부산,03000013,S64701,N,의류/패션잡화,의류,3,3,324000
201802,부산,03000013,S64701,Y,스포츠용품,조미료,61,89,1263110
201802,부산,03000013,S64701,Y,스포츠용품,축산가공식품,14,14,68620
201802,부산,03000013,S64701,Y,스포츠용품,대용식기타,16,16,137540
201802,부산,03000013,S64701,Y,스포츠용품,통조림/병,8,8,43920
201802,부산,03000013,S64701,Y,스포츠용품,분말류,4,4,73500
201802,부산,03000012,S64801,Y,스포츠용품,과자류,226,231,7175448.3
201802,부산,03000012,S64801,Y,스포츠용품,음료류,50,50,212772.5
201802,부산,03000012,S64801,Y,스포츠용품,농산물가공식품,2,2,36000
201802,부산,03000012,S64801,Y,스포츠용품,기타가공식품,167,170,3478939.58
201802,부산,03000012,S64801,Y,신선식품,농산물,58,58,2524000
201802,부산,03000012,S64801,N,일상용품,위생용품,53,53,2460950
201802,부산,03000012,S64801,N,일상용품,화장품,23,23,353800
201802,부산,03000012,S64801,N,가정용품,주방용품,1,1,3960
201802,부산,03000012,S64801,N,의류/패션잡화,의류,45,45,3150000
201802,부산,03000012,S64801,Y,스포츠용품,조미료,21,25,406010
201802,부산,03000012,S64801,Y,스포츠용품,축산가공식품,1,1,14360
201802,부산,03000012,S64801,Y,스포츠용품,대용식기타,9,9,160190
201802,부산,03000012,S64801,Y,스포츠용품,절임/발효식품,1,1,2000
201802,부산,03000012,S64801,Y,스포츠용품,분말류,2,3,33640
201802,부산,03000012,S64801,Y,스포츠용품,즉석/편의식품,1,1,12000
201803,부산,03000001,S02601,Y,스포츠용품,냉동식품,14,41,293353.04
201803,부산,03000001,S02601,Y,스포츠용품,기타가공식품,14,29,64744
201803,부산,03000001,S02601,Y,스포츠용품,수산가공식품,14,24,94493.94
201803,부산,03000001,S02601,Y,스포츠용품,축산가공식품,12,12,46200
201803,부산,03000001,S02601,Y,스포츠용품,대용식기타,15,188,379348.07
201803,부산,03000001,S02601,Y,스포츠용품,통조림/병,14,51,210575.07
201803,부산,03000001,S02601,Y,스포츠용품,조미료,15,436,1628127.98
201803,부산,03000001,S02601,Y,신선식품,기타신선식품,14,22,5563147.74
201803,부산,03000001,S02601,Y,스포츠용품,유제품,5,9,43828
201803,부산,03000001,S02601,Y,스포츠용품,과자류,17,39,2903008.2
201803,부산,03000001,S02601,Y,스포츠용품,즉석/편의식품,15,347,1220250.93
201803,부산,03000001,S02601,Y,스포츠용품,분말류,14,103,295111
201803,부산,03000001,S02601,Y,스포츠용품,농산물가공식품,13,21,202125
201803,부산,03000001,S02601,Y,스포츠용품,음료류,3,3,7986
201803,부산,03000002,S02701,Y,스포츠용품,기타가공식품,9,17,7859790.02
201803,부산,03000002,S02701,Y,스포츠용품,대용식(빵),17,17,11505998.78
201803,부산,03000002,S02701,Y,스포츠용품,급식류,1,1,231999.3
201803,부산,03000003,S02801,Y,스포츠용품,대용식(빵),289,1307,13664401.7
201803,부산,03000003,S02801,Y,신선식품,농산물,1,1,3500000
201803,부산,03000003,S02801,Y,스포츠용품,기타가공식품,193,193,4409326.28
201803,부산,03000004,S02901,Y,스포츠용품,음료류,1242,2649,2021465.6
201803,부산,03000004,S02901,Y,스포츠용품,대용식(빵),1247,1868,5118079.98
201803,부산,03000004,S02901,Y,스포츠용품,기타가공식품,1242,1323,2176204.32
201803,부산,03000004,S02901,Y,스포츠용품,즉석/편의식품,8,8,1600000
201803,부산,03000004,S02901,Y,스포츠용품,과자류,2,2,968
201803,부산,03000005,S03001,Y,스포츠용품,대용식(빵),14,19,15830855.52
201803,부산,03000005,S03001,Y,신선식품,기타신선식품,1,1,1674596.97
201803,부산,03000006,S03101,Y,스포츠용품,기타가공식품,12,13,9771147.32
201803,부산,03000006,S03101,Y,스포츠용품,대용식(빵),10,97,13274500.36
201803,부산,03000006,S03101,Y,스포츠용품,음료류,1,1,782696.64
201803,부산,03000007,S03201,Y,스포츠용품,대용식(빵),22,141,14576948.64
201803,부산,03000008,S03301,Y,스포츠용품,기타가공식품,3,10,29932177.4
201803,부산,03000008,S03301,Y,신선식품,농산물,172,556,9494018.69
201803,부산,03000008,S03301,Y,신선식품,기타신선식품,1,1,2805126.57
201803,부산,03000008,S03301,Y,스포츠용품,냉동식품,4,4,368294.59
201803,부산,03000008,S03301,Y,스포츠용품,즉석/편의식품,74,183,357100.06
201803,부산,03000008,S03301,Y,스포츠용품,음료류,11,16,17252653.22
201803,부산,03000008,S03301,Y,스포츠용품,대용식(빵),304,3715,47141748.27
201803,부산,03000009,S03401,Y,신선식품,농산물,14,14,3750000
201803,부산,03000009,S03401,Y,스포츠용품,기타가공식품,10,10,5154741.02
201803,부산,03000009,S03401,Y,스포츠용품,대용식(빵),121,1033,22438607.61
201803,부산,03000010,S03501,Y,신선식품,기타신선식품,3,4,1797071.01
201803,부산,03000010,S03501,Y,신선식품,농산물,3,5,200000
201803,부산,03000010,S03501,Y,스포츠용품,대용식(빵),20,123,5379899.59
201803,부산,03000010,S03501,Y,스포츠용품,과자류,6,6,3840000
201803,부산,03000010,S03501,Y,스포츠용품,즉석/편의식품,30,36,8340000
201803,부산,03000010,S03501,Y,스포츠용품,냉동식품,5,8,3529900
201803,부산,03000010,S03501,Y,스포츠용품,조미료,1,1,100000
201803,부산,03000010,S03501,N,일상용품,기타일상용품,1,1,480000
201803,부산,03000011,S03601,Y,스포츠용품,기타가공식품,26,26,9657325.3
201803,부산,03000011,S03601,Y,신선식품,기타신선식품,2,2,640633.44
201803,부산,03000011,S03601,Y,스포츠용품,음료류,18,18,1832073.1
201803,부산,03000011,S03601,Y,스포츠용품,가공식품세트류,6,6,587000.11
201803,부산,03000011,S03601,Y,스포츠용품,대용식(빵),61,690,17005250.19
201803,부산,03000012,S03701,Y,신선식품,기타신선식품,3,3,25956
201803,부산,03000012,S03701,Y,스포츠용품,즉석/편의식품,142,212,1010179
201803,부산,03000012,S03701,Y,스포츠용품,조미료,189,345,2047106
201803,부산,03000012,S03701,Y,스포츠용품,유제품,1,1,12792
201803,부산,03000012,S03701,Y,스포츠용품,수산가공식품,3,5,40196
201803,부산,03000012,S03701,Y,스포츠용품,대용식기타,22,27,138431
201803,부산,03000012,S03701,Y,스포츠용품,통조림/병,1,1,11872
201803,부산,03000012,S03701,Y,스포츠용품,냉동식품,2,10,196779
201803,부산,03000012,S03701,Y,스포츠용품,분말류,109,173,627668
201803,부산,03000012,S03701,Y,스포츠용품,대용식(빵),335,1343,10602928.5
201803,부산,03000012,S03701,Y,스포츠용품,기타가공식품,16,33,4712998.84
201803,부산,03000012,S03701,Y,스포츠용품,음료류,12,12,1846119.1
201803,부산,03000013,S03801,Y,스포츠용품,대용식(빵),21,37,17813773.82
201803,부산,03000013,S03801,Y,스포츠용품,기타가공식품,25,41,9131548.4
201803,부산,03000014,S03901,Y,스포츠용품,대용식(빵),276,1288,25866015.05
201803,부산,03000014,S03901,Y,스포츠용품,음료류,4,4,94120
201803,부산,03000014,S03901,Y,스포츠용품,기타가공식품,8,9,5154741.02
201803,부산,03000014,S03901,Y,스포츠용품,즉석/편의식품,40,60,282700
201803,부산,03000100,S04101,Y,스포츠용품,대용식(빵),4,7,343550.12
201803,부산,03000004,S38501,N,의류/패션잡화,신발,3,3,5292000
201803,부산,03000004,S38501,Y,스포츠용품,음료류,16,51,4266549.09
201803,부산,03000004,S38501,Y,스포츠용품,기타가공식품,14,60,23489808.82
201803,부산,03000006,S40001,Y,신선식품,농산물,39,42,465999.48
201803,부산,03000006,S40001,N,일상용품,화장품,1,1,1264400
201803,부산,03000006,S40001,Y,스포츠용품,대용식(빵),2,8,3003198.18
201803,부산,03000006,S40001,Y,스포츠용품,과자류,1,2,5461210.9
201803,부산,03000006,S40001,N,가정용품,생활용품,211,211,1152434.35
201803,부산,03000006,S40001,Y,스포츠용품,기타가공식품,434,762,30910652.87
201803,부산,03000008,S40101,Y,스포츠용품,수산가공식품,84,84,179164.18
201803,부산,03000008,S40101,Y,스포츠용품,조미료,77,127,361603.17
201803,부산,03000008,S40101,N,일상용품,화장품,540,542,1317640.5
201803,부산,03000008,S40101,Y,스포츠용품,즉석/편의식품,85,110,239750.73
201803,부산,03000009,S40201,N,가정용품,생활용품,89,89,222110.94
201803,부산,03000009,S40201,N,가정용품,세탁용품,27,27,204150
201803,부산,03000009,S40201,N,가정용품,주방용품,2,2,44800
201803,부산,03000009,S40201,N,일상용품,기타일상용품,170,171,757112.05
201803,부산,03000009,S40201,N,일상용품,화장품,60,60,962800
201803,부산,03000009,S40201,Y,신선식품,농산물,32,36,855111.1
201803,부산,03000009,S40201,N,일상용품,위생용품,4,4,9650
201803,부산,03000009,S40201,Y,스포츠용품,기타가공식품,693,1234,9866847.57
201803,부산,03000009,S40201,Y,스포츠용품,대용식(빵),7,167,12219060.39
201803,부산,03000009,S40201,Y,스포츠용품,음료류,27,33,2277609.56
201803,부산,03000009,S40201,Y,스포츠용품,과자류,12,12,2889957.76
201803,부산,03000009,S40201,Y,스포츠용품,즉석/편의식품,2,2,9540
201803,부산,03000009,S40201,Y,스포츠용품,분말류,31,31,157300
201803,부산,03000009,S40201,Y,스포츠용품,어육/연식품류,72,75,1275272.78
201803,부산,03000009,S40201,Y,스포츠용품,대용식기타,159,163,381247.5
201803,부산,03000009,S40201,Y,스포츠용품,수산가공식품,4,4,9999.96
201803,부산,03000009,S40201,Y,스포츠용품,축산가공식품,2,2,7980
201803,부산,03000009,S40201,Y,스포츠용품,조미료,73,77,362897.65
201803,부산,03000009,S40201,N,의류/패션잡화,신발,7,7,175000
201803,부산,03000009,S40201,N,의류/패션잡화,의류,77,77,4770138.36
201803,부산,03000002,S40301,N,일상용품,화장품,1,1,5800
201803,부산,03000002,S40301,N,일상용품,위생용품,290,463,6096500
201803,부산,03000002,S40301,N,일상용품,기타일상용품,31,33,342000
201803,부산,03000002,S40301,N,가정용품,주방용품,91,91,480667.01
201803,부산,03000002,S40301,N,가정용품,청소/욕실용품,9,9,48000
201803,부산,03000002,S40301,N,가정용품,세탁용품,129,129,744666.37
201803,부산,03000002,S40301,N,가정용품,생활용품,1,1,7042.74
201803,부산,03000002,S40301,N,의류/패션잡화,신발,10,10,200000
201803,부산,03000002,S40301,N,기타상품,기타,1,1,2167
201803,부산,03000002,S40301,Y,스포츠용품,조미료,43,100,468568.39
201803,부산,03000002,S40301,Y,스포츠용품,대용식기타,4,10,29907
201803,부산,03000002,S40301,Y,스포츠용품,통조림/병,3,3,9900
201803,부산,03000002,S40301,Y,스포츠용품,냉동식품,2,2,9988
201803,부산,03000002,S40301,Y,스포츠용품,분말류,8,8,44720
201803,부산,03000002,S40301,Y,스포츠용품,즉석/편의식품,15,23,55742
201803,부산,03000002,S40301,Y,스포츠용품,과자류,1,1,15150.1
201803,부산,03000002,S40301,Y,스포츠용품,음료류,31,33,264000
201803,부산,03000002,S40301,Y,스포츠용품,농산물가공식품,56,56,394400
201803,부산,03000002,S40301,Y,스포츠용품,대용식(빵),19,21,2652697.47
201803,부산,03000002,S40301,Y,스포츠용품,기타가공식품,165,167,2925998.36
201803,부산,03000002,S40301,Y,신선식품,농산물,42,42,1089729.95
201803,부산,03000002,S40301,Y,신선식품,기타신선식품,1,1,19300
201803,부산,03000007,S48201,Y,신선식품,축산물,5,7,180000
201803,부산,03000007,S48201,Y,신선식품,농산물,259,285,13920000
201803,부산,03000007,S48201,Y,스포츠용품,기타가공식품,519,1663,13427076.39
201803,부산,03000007,S48201,Y,스포츠용품,즉석/편의식품,72,195,1994751.8
201803,부산,03000007,S48201,Y,스포츠용품,대용식(빵),33,199,1690999.7
201803,부산,03000007,S48201,Y,스포츠용품,분말류,20,34,447730
201803,부산,03000007,S48201,Y,스포츠용품,냉동식품,12,19,483500
201803,부산,03000007,S48201,Y,스포츠용품,통조림/병,6,6,103800
201803,부산,03000007,S48201,Y,신선식품,기타신선식품,2,2,16000
201803,부산,03000007,S48201,Y,스포츠용품,대용식기타,129,178,2553085
201803,부산,03000007,S48201,Y,스포츠용품,수산가공식품,4,4,426885.24
201803,부산,03000007,S48201,Y,스포츠용품,축산가공식품,1,1,20000
201803,부산,03000007,S48201,Y,스포츠용품,농산물가공식품,2,2,8000
201803,부산,03000007,S48201,Y,스포츠용품,음료류,65,225,155340.35
201803,부산,03000007,S48201,Y,스포츠용품,과자류,72,284,903344.62
201803,부산,03000007,S48201,Y,스포츠용품,유제품,1,1,5500
201803,부산,03000007,S48201,Y,스포츠용품,조미료,55,97,805960
201803,부산,03000007,S48201,N,의류/패션잡화,신발,5,5,466850
201803,부산,03000007,S48201,N,가정용품,생활용품,16,16,448861.68
201803,부산,03000007,S48201,N,일상용품,화장품,1,1,23200
201803,부산,03000001,S49001,Y,스포츠용품,조미료,153,197,658060.28
201803,부산,03000001,S49001,Y,신선식품,축산물,2,2,21780
201803,부산,03000001,S49001,Y,신선식품,농산물,12,12,372090
201803,부산,03000001,S49001,Y,스포츠용품,기타가공식품,237,246,4191525.99
201803,부산,03000001,S49001,Y,스포츠용품,농산물가공식품,23,23,48510
201803,부산,03000001,S49001,Y,스포츠용품,음료류,25,30,94784.32
201803,부산,03000001,S49001,Y,스포츠용품,과자류,24,26,17886
201803,부산,03000001,S49001,Y,스포츠용품,건강식품,1,1,940
201803,부산,03000001,S49001,Y,스포츠용품,즉석/편의식품,139,247,640255.81
201803,부산,03000001,S49001,Y,스포츠용품,분말류,37,45,172448
201803,부산,03000001,S49001,Y,스포츠용품,절임/발효식품,7,7,18095
201803,부산,03000001,S49001,Y,스포츠용품,냉동식품,61,65,274508.18
201803,부산,03000001,S49001,Y,스포츠용품,통조림/병,26,27,125156.74
201803,부산,03000001,S49001,Y,스포츠용품,대용식기타,130,186,509244.32
201803,부산,03000001,S49001,Y,스포츠용품,수산가공식품,31,34,66046
201803,부산,03000001,S49001,Y,스포츠용품,축산가공식품,14,14,55860
201803,부산,03000001,S49001,N,가정용품,생활용품,25,25,36520.27
201803,부산,03000001,S49001,N,의류/패션잡화,신발,278,278,25576000
201803,부산,03000001,S49001,Y,스포츠용품,유제품,1,1,3366
201803,부산,03000010,S50101,Y,스포츠용품,기타가공식품,598,1028,6569777.17
201803,부산,03000010,S50101,Y,스포츠용품,축산가공식품,10,10,106800
201803,부산,03000010,S50101,Y,스포츠용품,수산가공식품,34,34,112680
201803,부산,03000010,S50101,Y,스포츠용품,대용식기타,180,201,646974
201803,부산,03000010,S50101,Y,스포츠용품,통조림/병,26,26,59100
201803,부산,03000010,S50101,Y,스포츠용품,냉동식품,46,46,339535.92
201803,부산,03000010,S50101,Y,스포츠용품,어육/연식품류,92,96,847930.63
201803,부산,03000010,S50101,Y,스포츠용품,분말류,82,88,660845
201803,부산,03000010,S50101,Y,스포츠용품,즉석/편의식품,130,176,643235
201803,부산,03000010,S50101,Y,스포츠용품,건강식품,20,20,2371000
201803,부산,03000010,S50101,Y,스포츠용품,과자류,446,498,2280882.88
201803,부산,03000010,S50101,Y,스포츠용품,음료류,72,72,330700
201803,부산,03000010,S50101,Y,스포츠용품,농산물가공식품,10,11,21600
201803,부산,03000010,S50101,Y,스포츠용품,가공식품세트류,9,9,853560
201803,부산,03000010,S50101,Y,스포츠용품,대용식(빵),24,25,243799.91
201803,부산,03000010,S50101,Y,신선식품,농산물,77,77,1914400
201803,부산,03000010,S50101,Y,신선식품,기타신선식품,2,2,7920
201803,부산,03000010,S50101,N,일상용품,위생용품,41,42,293520
201803,부산,03000010,S50101,N,일상용품,애완용품,1,1,1000
201803,부산,03000010,S50101,N,일상용품,기타일상용품,58,59,353000
201803,부산,03000010,S50101,N,가정용품,주방용품,1,1,4000
201803,부산,03000010,S50101,N,가정용품,생활용품,297,435,1726230.92
201803,부산,03000010,S50101,N,의류/패션잡화,의류,2,2,50000
201803,부산,03000010,S50101,Y,스포츠용품,조미료,210,275,1454966
201803,부산,03000010,S50101,Y,스포츠용품,유제품,18,20,30000
201803,부산,03000005,S50701,N,일상용품,위생용품,1,1,834192.58
201803,부산,03000005,S50701,N,일상용품,일용잡화,5,5,349719.9
201803,부산,03000005,S50701,N,가정용품,세탁용품,13,14,63300
201803,부산,03000005,S50701,N,가정용품,생활용품,4,4,63905.53
201803,부산,03000005,S50701,Y,스포츠용품,조미료,106,165,523890
201803,부산,03000005,S50701,Y,스포츠용품,수산가공식품,14,14,110400
201803,부산,03000005,S50701,Y,스포츠용품,대용식기타,48,49,182700
201803,부산,03000005,S50701,Y,스포츠용품,즉석/편의식품,12,12,127131.8
201803,부산,03000005,S50701,Y,스포츠용품,과자류,5,5,52361.32
201803,부산,03000005,S50701,Y,스포츠용품,음료류,20,21,7802786.51
201803,부산,03000005,S50701,Y,스포츠용품,대용식(빵),42,46,12463657.34
201803,부산,03000005,S50701,Y,스포츠용품,통조림/병,104,104,272320
201803,부산,03000005,S50701,Y,스포츠용품,기타가공식품,92,111,17161981.27
201803,부산,03000005,S50701,Y,신선식품,농산물,2,5,31352000
201803,부산,03000005,S50701,Y,스포츠용품,냉동식품,39,39,132288
201803,부산,03000005,S50701,Y,스포츠용품,분말류,3,3,11120
201803,부산,03000011,S51401,Y,스포츠용품,분말류,27,28,29820
201803,부산,03000011,S51401,N,일상용품,화장품,12,12,87000
201803,부산,03000011,S51401,N,가정용품,생활용품,140,140,550499.4
201803,부산,03000011,S51401,N,의류/패션잡화,신발,3,3,135000
201803,부산,03000011,S51401,Y,스포츠용품,조미료,104,108,2112300
201803,부산,03000011,S51401,Y,스포츠용품,수산가공식품,14,14,183333.26
201803,부산,03000011,S51401,Y,스포츠용품,대용식기타,10,10,18480
201803,부산,03000011,S51401,Y,스포츠용품,통조림/병,1,1,5490
201803,부산,03000011,S51401,Y,스포츠용품,냉동식품,1,1,1725
201803,부산,03000011,S51401,Y,스포츠용품,즉석/편의식품,40,40,216951.4
201803,부산,03000011,S51401,Y,스포츠용품,과자류,1,1,1696.28
201803,부산,03000011,S51401,Y,스포츠용품,음료류,308,311,630533.94
201803,부산,03000011,S51401,Y,스포츠용품,대용식(빵),214,234,3136819.95
201803,부산,03000011,S51401,Y,스포츠용품,기타가공식품,471,1235,9066241.85
201803,부산,03000011,S51401,Y,신선식품,농산물,59,59,267750
201803,부산,03000004,S51501,Y,스포츠용품,과자류,443,454,9080000
201803,부산,03000004,S51501,Y,신선식품,기타신선식품,14,14,560000
201803,부산,03000015,S51601,Y,신선식품,기타신선식품,26,26,178590.16
201803,부산,03000015,S51601,Y,신선식품,농산물,227,500,4855853.93
201803,부산,03000015,S51601,Y,스포츠용품,기타가공식품,225,258,2443355.75
201803,부산,03000015,S51601,Y,스포츠용품,대용식(빵),5,5,18000
201803,부산,03000015,S51601,Y,스포츠용품,유가공품,53,55,319190.1
